fecha_corte;entidad;provincia;canton;segmento;por_vencer;no_devenga_intereses;vencida;total_saldo;archivo_origen
2026-04-30;BP AUSTRO;CHIMBORAZO;RIOBAMBA;MICROCREDITO;324332.77;43169.81;25016.27;392518.85;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;COTOPAXI;LATACUNGA;MICROCREDITO;166823.6;25429.09;1534.39;193787.08;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;EL ORO;MACHALA;MICROCREDITO;218836.25;0.0;8271.76;227108.01;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;EL ORO;PASAJE;MICROCREDITO;109266.37;0.0;0.0;109266.37;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;EL ORO;PIÑAS;MICROCREDITO;100618.98;0.0;0.0;100618.98;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;EL ORO;SANTA ROSA;MICROCREDITO;24002.87;0.0;4264.09;28266.96;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;ESMERALDAS;ESMERALDAS;MICROCREDITO;19544.53;36772.27;23340.46;79657.26;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;GUAYAS;GUAYAQUIL;MICROCREDITO;2738393.26;195409.71;204550.22;3138353.19;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;GUAYAS;MILAGRO;MICROCREDITO;10056.6;0.0;0.0;10056.6;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;GUAYAS;SAMBORONDON;MICROCREDITO;28434.42;8382.69;2122.89;38940.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;IMBABURA;IBARRA;MICROCREDITO;219784.39;299560.27;26127.75;545472.41;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;IMBABURA;OTAVALO;MICROCREDITO;85373.7;0.0;0.0;85373.7;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;LOJA;LOJA;MICROCREDITO;792764.25;79317.99;11579.92;883662.16;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;MANABI;MANTA;MICROCREDITO;216879.2;75813.95;70588.62;363281.77;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;MANABI;PORTOVIEJO;MICROCREDITO;0.0;4000.43;9770.57;13771.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;MORONA SANTIAGO;MORONA;MICROCREDITO;17135.06;0.0;0.0;17135.06;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;MORONA SANTIAGO;SUCUA;MICROCREDITO;11637.61;0.0;0.0;11637.61;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;NAPO;TENA;MICROCREDITO;46936.93;0.0;3.0;46939.93;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;ORELLANA;ORELLANA;MICROCREDITO;2600.58;15723.89;5893.22;24217.69;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;PASTAZA;PASTAZA;MICROCREDITO;17834.17;0.0;2.0;17836.17;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;PICHINCHA;QUITO;MICROCREDITO;2171050.52;214472.11;77453.42;2462976.05;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;SANTA ELENA;LA LIBERTAD;MICROCREDITO;6599.2;0.0;0.0;6599.2;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MICROCREDITO;149224.9;36187.43;43447.53;228859.86;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;TUNGURAHUA;AMBATO;MICROCREDITO;114666.93;12119.01;35625.87;162411.81;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP AUSTRO;ZAMORA CHINCHIPE;ZAMORA;MICROCREDITO;4695.86;0.0;0.0;4695.86;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;AZUAY;CUENCA;MICROCREDITO;674289.9;220021.93;317472.82;1211784.65;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;BOLIVAR;GUARANDA;MICROCREDITO;901861.79;90463.5;189202.28;1181527.57;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CARCHI;MONTUFAR;MICROCREDITO;3592603.67;562468.23;501953.38;4657025.28;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;CHIMBORAZO;RIOBAMBA;MICROCREDITO;1529178.77;230003.47;122194.0;1881376.24;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;COTOPAXI;LATACUNGA;MICROCREDITO;1687021.27;117376.32;60779.86;1865177.45;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;GUAYAS;GUAYAQUIL;MICROCREDITO;3069215.96;477802.72;510784.39;4057803.07;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;IBARRA;MICROCREDITO;3564820.15;784260.59;271525.76;4620606.5;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;IMBABURA;PIMAMPIRO;MICROCREDITO;3931675.29;196655.19;80604.97;4208935.45;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;LOJA;MICROCREDITO;2695743.87;128334.47;113082.92;2937161.26;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;LOJA;PINDAL;MICROCREDITO;8048640.43;2281219.69;798005.36;11127865.48;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;MANABI;PORTOVIEJO;MICROCREDITO;3833683.22;553254.52;406039.62;4792977.36;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;ORELLANA;ORELLANA;MICROCREDITO;2928589.9;275583.0;194172.76;3398345.66;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;PICHINCHA;QUITO;MICROCREDITO;7038340.53;1497646.1;1113974.52;9649961.15;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MICROCREDITO;3567952.07;541434.48;671010.16;4780396.71;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;SUCUMBIOS;LAGO AGRIO;MICROCREDITO;3228108.87;451251.25;345404.92;4024765.04;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO DESARROLLO DE LOS PUEBLOS S.A., CODESARROLLO;TUNGURAHUA;AMBATO;MICROCREDITO;2636804.63;135487.41;83697.44;2855989.48;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO COMERCIAL DE MANABI;GUAYAS;GUAYAQUIL;MICROCREDITO;3576945.66;97433.81;17886.63;3692266.1;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO COMERCIAL DE MANABI;MANABI;CHONE;MICROCREDITO;305068.74;24848.33;2950.64;332867.71;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO COMERCIAL DE MANABI;MANABI;MANTA;MICROCREDITO;175068.58;3037.65;2331.15;180437.38;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO COMERCIAL DE MANABI;MANABI;PORTOVIEJO;MICROCREDITO;2145656.77;117489.23;22934.45;2286080.45;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BANCO COMERCIAL DE MANABI;MANABI;SUCRE;MICROCREDITO;398309.44;7809.57;3404.91;409523.92;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP BOLIVARIANO;GUAYAS;GUAYAQUIL;MICROCREDITO;1232808.21;19947.88;12214.47;1264970.56;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;AZUAY;CUENCA;MICROCREDITO;0.0;0.0;2.0;2.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;GUAYAS;GUAYAQUIL;MICROCREDITO;4628348.31;234102.6;8518.45;4870969.36;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;IMBABURA;IBARRA;MICROCREDITO;8457511.18;351342.31;13417.75;8822271.24;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;IMBABURA;OTAVALO;MICROCREDITO;0.0;0.0;9.0;9.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;PICHINCHA;QUITO;MICROCREDITO;2451572.97;45701.87;1782.52;2499057.36;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;PICHINCHA;RUMIÑAHUI;MICROCREDITO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP CAPITAL;TUNGURAHUA;AMBATO;MICROCREDITO;0.0;0.0;10.0;10.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP COOPNACIONAL;GUAYAS;GUAYAQUIL;MICROCREDITO;2555677.41;2806.34;6146.47;2564630.22;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP DELBANK;GUAYAS;GUAYAQUIL;MICROCREDITO;54096.0;0.0;44.0;54140.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP DELBANK;MANABI;MANTA;MICROCREDITO;126799.5;0.0;2.0;126801.5;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP DELBANK;PICHINCHA;QUITO;MICROCREDITO;0.0;0.0;11.0;11.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP DINERS;PICHINCHA;QUITO;MICROCREDITO;10907227.19;261898.78;211445.62;11380571.59;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;CHIMBORAZO;RIOBAMBA;MICROCREDITO;36070.08;0.0;0.0;36070.08;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;COTOPAXI;LATACUNGA;MICROCREDITO;15817.06;0.0;0.0;15817.06;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;EL ORO;MACHALA;MICROCREDITO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;GUAYAS;GUAYAQUIL;MICROCREDITO;100934.49;0.0;4.0;100938.49;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;PICHINCHA;QUITO;MICROCREDITO;115733.48;0.0;9.0;115742.48;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GENERAL RUMIÑAHUI;SANTA ELENA;SALINAS;MICROCREDITO;11583.51;0.0;1.0;11584.51;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;AZUAY;CUENCA;MICROCREDITO;12893303.89;800474.63;567635.71;14261414.23;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;AZUAY;GUALACEO;MICROCREDITO;821230.23;60564.19;32309.87;914104.29;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;BOLIVAR;GUARANDA;MICROCREDITO;3994287.85;283520.67;73018.82;4350827.34;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CAÑAR;AZOGUES;MICROCREDITO;2229880.49;58207.25;15699.13;2303786.87;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CAÑAR;CAÑAR;MICROCREDITO;1155846.13;102766.04;25368.13;1283980.3;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CAÑAR;LA TRONCAL;MICROCREDITO;1750137.87;86011.84;40666.14;1876815.85;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CARCHI;TULCAN;MICROCREDITO;4178619.09;300956.89;81726.81;4561302.79;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CHIMBORAZO;ALAUSI;MICROCREDITO;2038559.16;55702.57;18544.38;2112806.11;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CHIMBORAZO;CHUNCHI;MICROCREDITO;18245.27;0.0;1.0;18246.27;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;CHIMBORAZO;RIOBAMBA;MICROCREDITO;9157038.61;476445.08;234415.43;9867899.12;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;COTOPAXI;LATACUNGA;MICROCREDITO;4852381.04;349216.0;161659.21;5363256.25;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;COTOPAXI;SALCEDO;MICROCREDITO;1197487.08;96402.21;37823.62;1331712.91;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;EL ORO;MACHALA;MICROCREDITO;11605319.69;794961.57;686899.88;13087181.14;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;EL ORO;PASAJE;MICROCREDITO;1540553.34;103724.3;65385.94;1709663.58;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;EL ORO;SANTA ROSA;MICROCREDITO;4553467.85;487631.04;177955.62;5219054.51;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;ESMERALDAS;ESMERALDAS;MICROCREDITO;5216368.16;419917.68;359074.42;5995360.26;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;ESMERALDAS;LA CONCORDIA;MICROCREDITO;5248134.73;254072.37;158671.35;5660878.45;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;ESMERALDAS;QUININDE;MICROCREDITO;5103.21;0.0;1.0;5104.21;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;BALZAR;MICROCREDITO;14416.31;0.0;1.0;14417.31;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;CORONEL MARCELINO MARIDUEÑA;MICROCREDITO;3561.21;3877.2;1278.13;8716.54;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;DAULE;MICROCREDITO;12794257.42;546138.22;437965.57;13778361.21;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;DURAN;MICROCREDITO;4204517.51;262120.32;242805.75;4709443.58;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;EL TRIUNFO;MICROCREDITO;1080322.89;26175.55;5407.63;1111906.07;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;EMPALME;MICROCREDITO;4776047.61;168788.79;89289.79;5034126.19;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;GUAYAQUIL;MICROCREDITO;79534115.12;4779697.19;5348477.55;89662289.86;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;MILAGRO;MICROCREDITO;6308749.79;309292.23;241756.06;6859798.08;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;NARANJITO;MICROCREDITO;2224568.49;82185.4;42168.2;2348922.09;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;PLAYAS;MICROCREDITO;4516735.04;440858.77;161290.62;5118884.43;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;GUAYAS;SAMBORONDON;MICROCREDITO;2234934.88;168232.89;123845.89;2527013.66;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;IMBABURA;COTACACHI;MICROCREDITO;10272.65;0.0;1.0;10273.65;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;IMBABURA;IBARRA;MICROCREDITO;5706728.17;437368.0;287405.19;6431501.36;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;IMBABURA;OTAVALO;MICROCREDITO;2767113.48;190674.16;69565.22;3027352.86;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOJA;LOJA;MICROCREDITO;9431433.68;935480.85;278388.49;10645303.02;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOS RIOS;BABAHOYO;MICROCREDITO;9276429.56;577151.43;273105.53;10126686.52;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOS RIOS;BUENA FE;MICROCREDITO;16269.9;0.0;2.0;16271.9;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOS RIOS;QUEVEDO;MICROCREDITO;15179471.69;622475.36;360643.86;16162590.91;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOS RIOS;VENTANAS;MICROCREDITO;4518759.78;182559.34;76688.45;4778007.57;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;LOS RIOS;VINCES;MICROCREDITO;3406308.93;131974.71;81561.62;3619845.26;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;CHONE;MICROCREDITO;23289151.53;1162569.91;315434.38;24767155.82;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;JIPIJAPA;MICROCREDITO;7540571.41;591604.32;135771.5;8267947.23;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;MANTA;MICROCREDITO;15332350.68;1121186.27;668159.55;17121696.5;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;PORTOVIEJO;MICROCREDITO;19011887.64;1086692.85;620411.1;20718991.59;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;SUCRE;MICROCREDITO;9489597.43;607743.78;194648.49;10291989.7;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;MANABI;TOSAGUA;MICROCREDITO;69574.79;3890.6;2870.81;76336.2;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;ORELLANA;ORELLANA;MICROCREDITO;3397993.23;194986.35;98826.3;3691805.88;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;PASTAZA;PASTAZA;MICROCREDITO;6861548.36;632526.88;84670.29;7578745.53;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;PICHINCHA;MEJIA;MICROCREDITO;899632.19;45106.96;38215.33;982954.48;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;PICHINCHA;QUITO;MICROCREDITO;47426946.04;3749228.57;4253518.42;55429693.03;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;PICHINCHA;RUMIÑAHUI;MICROCREDITO;3420720.62;254183.65;155523.94;3830428.21;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;SANTA ELENA;LA LIBERTAD;MICROCREDITO;5148967.01;474506.59;294052.41;5917526.01;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;SANTA ELENA;SALINAS;MICROCREDITO;831592.84;76459.86;38969.58;947022.28;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;SANTA ELENA;SANTA ELENA;MICROCREDITO;1616298.43;118744.76;66768.98;1801812.17;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;MICROCREDITO;11395681.1;903520.77;791781.85;13090983.72;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;SUCUMBIOS;LAGO AGRIO;MICROCREDITO;7301106.39;288206.74;148821.74;7738134.87;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;TUNGURAHUA;AMBATO;MICROCREDITO;6919581.05;467970.07;455334.29;7842885.41;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;TUNGURAHUA;SAN PEDRO DE PELILEO;MICROCREDITO;875274.26;81577.71;19980.09;976832.06;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP GUAYAQUIL;ZAMORA CHINCHIPE;YANTZAZA;MICROCREDITO;6558.81;35.06;30.72;6624.59;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;AZUAY;CUENCA;MICROCREDITO;322621.47;0.0;1.0;322622.47;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;CHIMBORAZO;RIOBAMBA;MICROCREDITO;12770.84;0.0;0.0;12770.84;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;EL ORO;MACHALA;MICROCREDITO;12702.88;2484.64;5101.12;20288.64;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;ESMERALDAS;ESMERALDAS;MICROCREDITO;17402.27;0.0;0.0;17402.27;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;GUAYAS;DURAN;MICROCREDITO;14040.67;0.0;2.0;14042.67;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;GUAYAS;GUAYAQUIL;MICROCREDITO;1273283.68;13056.99;7921.33;1294262.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;GUAYAS;SAMBORONDON;MICROCREDITO;252528.41;0.0;3.0;252531.41;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;IMBABURA;IBARRA;MICROCREDITO;48008.69;0.0;2.0;48010.69;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;IMBABURA;OTAVALO;MICROCREDITO;232838.53;0.0;0.0;232838.53;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;LOJA;LOJA;MICROCREDITO;4000.0;6118.86;5263.33;15382.19;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;LOS RIOS;BABAHOYO;MICROCREDITO;299131.11;0.0;6.0;299137.11;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
2026-04-30;BP INTERNACIONAL;LOS RIOS;QUEVEDO;MICROCREDITO;0.0;0.0;1.0;1.0;COLOCACIONES BANCA PRIVADA MICROCREDITO 2026_05.xlsx
